Generic Group,Generic Brand,Generic Product Category,Generic Product,Variable Group,Generic Variable,Generic LookupKey,Units,Time Period,Value
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,13/14_Q2_Sep,0.02935312
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,13/14_Q3_Oct,0.150180387
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,13/14_Q3_Nov,0.022764887
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,13/14_Q3_Dec,0.133508899
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,13/14_Q4_Jan,0.008765586
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,13/14_Q4_Feb,0.081105556
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,13/14_Q4_Mar,0.027385929
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,14/15_Q1_Apr,0.017796216
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,14/15_Q1_May,0.011931974
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,14/15_Q1_Jun,0.148978564
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,14/15_Q2_Jul,0.018312585
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,14/15_Q2_Aug,0.02855142
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,14/15_Q2_Sep,0.133359021
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,14/15_Q3_Oct,0.126870018
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,14/15_Q3_Nov,0.011718327
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,14/15_Q3_Dec,0.134279562
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,14/15_Q4_Jan,0.157459963
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,14/15_Q4_Feb,0.14299842
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,14/15_Q4_Mar,0.125244765
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,15/16_Q1_Apr,0.061647817
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,15/16_Q1_May,0.128271273
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,15/16_Q1_Jun,0.015342059
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,15/16_Q2_Jul,0.019477809
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,15/16_Q2_Aug,0.049829127
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,15/16_Q2_Sep,0.029794388
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,15/16_Q3_Oct,0.03071041
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,15/16_Q3_Nov,0.045045549
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,15/16_Q3_Dec,0.070921179
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,15/16_Q4_Jan,0.067207917
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,15/16_Q4_Feb,0.129318914
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,15/16_Q4_Mar,0.076591878
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,16/17_Q1_Apr,0.089663832
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,16/17_Q1_May,0.029628498
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,16/17_Q2_Jun,0.12609969
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,16/17_Q2_Jul,0.042421643
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,16/17_Q2_Aug,0.12040597
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,16/17_Q2_Sep,0.126070179
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,16/17_Q3_Oct,0.040724108
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,16/17_Q3_Nov,0.067476572
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,16/17_Q3_Dec,0.010102833
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,16/17_Q4_Jan,0.109524522
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,16/17_Q4_Feb,0.057617452
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,16/17_Q4_Mar,0.025117071
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,17/18_Q1_Apr,0.115484552
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,17/18_Q1_May,0.036176945
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,17/18_Q1_Jun,0.12582723
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,17/18_Q2_Jul,0.030113309
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,17/18_Q2_Aug,0.149525671
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,17/18_Q2_Sep,0.028654722
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,17/18_Q3_Oct,0.118866654
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,17/18_Q3_Nov,0.154389149
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,17/18_Q3_Dec,0.031509884
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,17/18_Q4_Jan,0.127249153
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,17/18_Q4_Feb,0.104386381
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,17/18_Q4_Mar,0.157583709
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,18/19_Q1_Apr,0.018499727
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,18/19_Q1_May,0.070438903
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,18/19_Q1_Jun,0.123618234
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,18/19_Q2_Jul,0.058031371
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,18/19_Q2_Aug,0.116434532
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,18/19_Q2_Sep,0.032059751
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,18/19_Q3_Oct,0.111212762
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,18/19_Q3_Nov,0.073135276
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,18/19_Q3_Dec,0.115751405
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,18/19_Q4_Jan,0.119929609
Consumer,Sandesh Brand 1,Broadband,Rabbit,Volume,Closing Base - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitClosing Base - Rabbit ,(000)s,18/19_Q4_Feb,0.144282603
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,17/18_Q2_Sep,0.036853936
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,17/18_Q3_Oct,0.042636698
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,17/18_Q3_Nov,0.492730621
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,17/18_Q3_Dec,0.036444151
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,17/18_Q4_Jan,0.180505382
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,17/18_Q4_Feb,0.177314159
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,17/18_Q4_Mar,0.457579385
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,18/19_Q1_Apr,0.019486239
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,18/19_Q1_May,0.059724848
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,18/19_Q1_Jun,0.147488321
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,18/19_Q2_Jul,0.026755905
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,18/19_Q2_Aug,0.064121199
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,18/19_Q2_Sep,0.038756378
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,18/19_Q3_Oct,0.16381586
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,18/19_Q3_Nov,0.028104035
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,18/19_Q3_Dec,0.189969682
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,18/19_Q4_Jan,0.32496911
Consumer,Sandesh Brand 1,Broadband,Cheetah,Volume,Closing Base - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahClosing Base - Cheetah,(000)s,18/19_Q4_Feb,0.440287803
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,11/12_Q1_Apr,0.022420812
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,11/12_Q1_May,0.147758538
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,11/12_Q1_Jun,0.121845402
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,11/12_Q2_Jul,0.163216015
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,11/12_Q2_Aug,0.087394263
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,11/12_Q2_Sep,0.159200392
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,11/12_Q3_Oct,0.041538322
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,11/12_Q3_Nov,0.159074188
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,11/12_Q3_Dec,0.064079846
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,11/12_Q4_Jan,0.134416564
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,11/12_Q4_Feb,0.166286484
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,11/12_Q4_Mar,0.120166807
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,12/13_Q1_Apr,0.129295567
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,12/13_Q1_May,0.183255923
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,12/13_Q1_Jun,0.152291103
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,12/13_Q2_Jul,0.135870939
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,12/13_Q2_Aug,0.058894117
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,12/13_Q2_Sep,0.056160777
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,12/13_Q3_Oct,0.108974375
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,12/13_Q3_Nov,0.022459604
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,12/13_Q3_Dec,0.076949192
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,12/13_Q4_Jan,0.111217568
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,12/13_Q4_Feb,0.120377746
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,12/13_Q4_Mar,0.08924816
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,13/14_Q1_Apr,0.022624322
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,13/14_Q1_May,0.07915219
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,13/14_Q1_Jun,0.096255041
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,13/14_Q2_Jul,0.086959103
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,13/14_Q2_Aug,0.143642621
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,13/14_Q2_Sep,0.060554627
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,13/14_Q3_Oct,0.157370288
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,13/14_Q3_Nov,0.03997083
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,13/14_Q3_Dec,0.124230488
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,13/14_Q4_Jan,0.025314265
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,13/14_Q4_Feb,0.070047067
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,13/14_Q4_Mar,0.069777234
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,14/15_Q1_Apr,0.029709289
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,14/15_Q1_May,0.0231591
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,14/15_Q1_Jun,0.153802354
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,14/15_Q2_Jul,0.019335143
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,14/15_Q2_Aug,0.064140784
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,14/15_Q2_Sep,0.089730756
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,14/15_Q3_Oct,0.09052422
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,14/15_Q3_Nov,0.023897666
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,14/15_Q3_Dec,0.115555827
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,14/15_Q4_Jan,0.149535582
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,14/15_Q4_Feb,0.128094265
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,14/15_Q4_Mar,0.122971384
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,15/16_Q1_Apr,0.069703476
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,15/16_Q1_May,0.119861053
Consumer,Sandesh Brand 1,Broadband,Tortoise,Volume,Gross Adds - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseGross Adds - Tortoise,(000)s,15/16_Q1_Jun,0.029396517
